"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCCCCCCCC(CCCCCCCC)CC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)C3=NSN=C32)=C1","PffBT4T-2OD","-5.25","-3.62","CCCCCCCCCCC1(CCCCCCCCCC)C2=C(C=CC(C3=CC=C(C=C4SC(=C(C#N)C#N)N(CCCCCC)C4=O)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(/C=C3\SC(=C(C#N)C#N)N(CCCCCC)C3=O)C3=NSN=C13)C=C2","BAF-4CN","-5.7","-3.6","0.769","15.52","0.707","8.4","Suman, V. Gupta, A. Bagui, S. P. Singh, Molecular Engineering of Highly Efficient Small Molecule Nonfullerene Acceptor for Organic Solar Cells. Advanced Functional Materials. 27, 1603820 (2017)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC=C(C5=C(F)C=C(C6=CC=C(C)S6)C(F)=C5)S4)S3)C3=NN(CCC)N=C32)=C1","PTFB-P","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.92","12.8","0.65","7.85","Z. Li, K. Jiang, G. Yang, J. Y. L. Lai, T. Ma, J. Zhao, W. Ma, H. Yan, Donor polymer design enables efficient non-fullerene organic solar cells. Nat Commun. 7, 13094 (2016)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C=C5)S4)S3)C3=NN(CCC)N=C32)=C1","PTFB-O","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)\C5=C(/C)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)S1","ITIC-Th","-5.67","-4.06","0.92","17.1","0.67","10.88","Z. Li, K. Jiang, G. Yang, J. Y. L. Lai, T. Ma, J. Zhao, W. Ma, H. Yan, Donor polymer design enables efficient non-fullerene organic solar cells. Nat Commun. 7, 13094 (2016)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CC1=C(C)SC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C=C5)S4)S3)C3=NN(CCC)N=C32)=C1","PTFB-O","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.92","15.5","0.7","10.13","Z. Li, K. Jiang, G. Yang, J. Y. L. Lai, T. Ma, J. Zhao, W. Ma, H. Yan, Donor polymer design enables efficient non-fullerene organic solar cells. Nat Commun. 7, 13094 (2016)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCN(C/1=O)/C(SC1=C/C2=C(CC(C(OCCCCCCCC)=O)=C3)C3=C(C4=CC5=C(C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC(C%10=C%11C(CC(C(OCCCCCCCC)=O)=C%11)=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)/C#N)S%10)=C8)C9=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S2)=C(C#N)\C#N","ATT-1","-5.5","-3.63","0.87","16.48","0.7","10.07","F. Liu, Z. Zhou, C. Zhang, T. Vergote, H. Fan, F. Liu, X. Zhu, A Thieno[3,4-b]thiophene-Based Non-fullerene Electron Acceptor for High-Performance Bulk-Heterojunction Organic Solar Cells. J. Am. Chem. Soc. 138, 15523–15526 (2016)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(C)=C(C)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC(C)=C(C)C=C4C2=C(C#N)C#N)=C3)C=C1","IT-DM","","","0.96","16.29","0.6878","10.79","L. Ye, W. Zhao, S. Li, S. Mukherjee, J. H. Carpenter, O. Awartani, X. Jiao, J. Hou, H. Ade, High-Efficiency Nonfullerene Organic Solar Cells: Critical Factors that Affect Complex Multi-Length Scale Morphology and Device Performance. Advanced Energy Materials. 7, 1602000 (2017)."
"CCCCCCCCCCCCSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CC)CCCC)N=C65)S4)SC3=C(C3=CC=C(SCCCCCCCCCCCC)S3)C3=C2SC(C)=C3)S1","J61","-5.32","-3.08","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.89","17.43","0.6148","9.53","H. Bin, Z.-G. Zhang, L. Gao, S. Chen, L. Zhong, L. Xue, C. Yang, Y. Li, Non-Fullerene Polymer Solar Cells Based on Alkylthio and Fluorine Substituted 2D-Conjugated Polymers Reach 9.5% Efficiency. J. Am. Chem. Soc. 138, 4657–4664 (2016)."
"C#CC(CCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CCCCCC)CCCCCCCC)N=C65)S4)SC3=C(C3=CC=C(SCC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","J60","-5.32","-3.08","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.91","16.33","0.6038","8.97","H. Bin, Z.-G. Zhang, L. Gao, S. Chen, L. Zhong, L. Xue, C. Yang, Y. Li, Non-Fullerene Polymer Solar Cells Based on Alkylthio and Fluorine Substituted 2D-Conjugated Polymers Reach 9.5% Efficiency. J. Am. Chem. Soc. 138, 4657–4664 (2016)."
"CCCCCCCCC(CCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C)S1)=C(F)C(F)=C2C1=CC=C(C)S1","J52","-5.21","-2.99","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.73","13.11","0.578","5.51","H. Bin, Z.-G. Zhang, L. Gao, S. Chen, L. Zhong, L. Xue, C. Yang, Y. Li, Non-Fullerene Polymer Solar Cells Based on Alkylthio and Fluorine Substituted 2D-Conjugated Polymers Reach 9.5% Efficiency. J. Am. Chem. Soc. 138, 4657–4664 (2016)."
"CCCCC(CC)COC(=O)C1=CC2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PBDTTT-E-T","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IEICO","","","0.82","17.7","0.58","8.4","H. Yao, Y. Chen, Y. Qin, R. Yu, Y. Cui, B. Yang, S. Li, K. Zhang, J. Hou, Design and Synthesis of a Low Bandgap Small Molecule Acceptor for Efficient Polymer Solar Cells. Advanced Materials. 28, 8283–8287 (2016)."
"CCCCC(CC)COC(=O)C1=CC2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PBDTTT-E-T","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IEIC","","","0.9","11.7","0.47","4.9","H. Yao, Y. Chen, Y. Qin, R. Yu, Y. Cui, B. Yang, S. Li, K. Zhang, J. Hou, Design and Synthesis of a Low Bandgap Small Molecule Acceptor for Efficient Polymer Solar Cells. Advanced Materials. 28, 8283–8287 (2016)."
"CCCCCCC1=C(CCCCCC)SC(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CCCC)CCCCCC)N=C65)S4)SC3=C(C3=CC(CCCCCC)=C(CCCCCC)S3)C3=C2SC(C)=C3)=C1","PBTA-BO","-5.31","-2.89","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(F)C=C(/C=C5\SC(=S)N(CC)C5=O)C5=NSN=C52)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C=C(/C=C4\SC(=S)N(CC)C4=O)C4=NSN=C43)=C2)C=C1","IFBR","-5.69","-3.64","1.06","8.34","0.4352","3.85","B. Fan, W. Zhong, X.-F. Jiang, Q. Yin, L. Ying, F. Huang, Y. Cao, Improved Performance of Ternary Polymer Solar Cells Based on A Nonfullerene Electron Cascade Acceptor. Advanced Energy Materials. 7, 1602127 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(S2)C2=C5C6=C3C=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C7=CC=C(C8=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C2)C9=C85)C6=C73)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3C3=C4C5=C2C=C2C(=O)N(C(CCCCCC)CCCCCC)C(=O)C6=CC=C(C7=CC=C8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C8=C74)C5=C62)C=C1","FITP","","","0.99","13.24","0.56","7.33","S. Li, W. Liu, C.-Z. Li, T.-K. Lau, X. Lu, M. Shi, H. Chen, A non-fullerene acceptor with a fully fused backbone for efficient polymer solar cells with a high open-circuit voltage. J. Mater. Chem. A. 4, 14983–14987 (2016)."
"CCCCCCCCCCC(CCCCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C3=CC4=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C=C(C)SC3=C4C3=CC=C(CC(CC)CCCC)S3)S1)=C(F)C(F)=C2C1=CC=C(C)S1","J51","-5.29","-3.3","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)[Se]3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C32)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4[Se]C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","IDTIDSe-IC","","","0.91","15.16","0.58","8.02","Y. Li, D. Qian, L. Zhong, J.-D. Lin, Z.-Q. Jiang, Z.-G. Zhang, Z. Zhang, Y. Li, L.-S. Liao, F. Zhang, A fused-ring based electron acceptor for efficient non-fullerene polymer solar cells with small HOMO offset. Nano Energy. 27, 430–438 (2016)."
"CCCCCCCCCCCCOC1=C(C2=CC=C(C)S2)C2=NSN=C2C(C2=CC=C(C3=CC4=C(C5=CC(F)=C(CC(CC)CCCC)C(F)=C5)C5=C(C=C(C)S5)C(C5=CC(F)=C(CC(CC)CCCC)C(F)=C5)=C4S3)S2)=C1OCCCCCCCCCCCC","PTFBDT-BZS","","","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.905","17.3","0.708","11.03","Y. Lin, F. Zhao, Y. Wu, K. Chen, Y. Xia, G. Li, S. K. K. Prasad, J. Zhu, L. Huo, H. Bin, Z.-G. Zhang, X. Guo, M. Zhang, Y. Sun, F. Gao, Z. Wei, W. Ma, C. Wang, J. Hodgkiss, Z. Bo, O. Inganäs, Y. Li, X. Zhan, Mapping Polymer Donors toward High-Efficiency Fullerene Free Organic Solar Cells. Advanced Materials. 29, 1604155 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.806","10.9","0.561","5.24","Y. Lin, F. Zhao, Y. Wu, K. Chen, Y. Xia, G. Li, S. K. K. Prasad, J. Zhu, L. Huo, H. Bin, Z.-G. Zhang, X. Guo, M. Zhang, Y. Sun, F. Gao, Z. Wei, W. Ma, C. Wang, J. Hodgkiss, Z. Bo, O. Inganäs, Y. Li, X. Zhan, Mapping Polymer Donors toward High-Efficiency Fullerene Free Organic Solar Cells. Advanced Materials. 29, 1604155 (2017)."
"CCCCCCC(CCCC)COC(=O)C1=C(C2=CC=C(C)S2)SC(C2=CC(C(=O)OCC(CCCC)CCCCCC)=C(C3=CC=C(C)S3)S2)=C1","PDCBT","-5.31","-3","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.814","11.31","0.641","6.28","Y. Lin, F. Zhao, Y. Wu, K. Chen, Y. Xia, G. Li, S. K. K. Prasad, J. Zhu, L. Huo, H. Bin, Z.-G. Zhang, X. Guo, M. Zhang, Y. Sun, F. Gao, Z. Wei, W. Ma, C. Wang, J. Hodgkiss, Z. Bo, O. Inganäs, Y. Li, X. Zhan, Mapping Polymer Donors toward High-Efficiency Fullerene Free Organic Solar Cells. Advanced Materials. 29, 1604155 (2017)."
"CCCCCCCCC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C5=CC6=C(S5)C(C5=CC=C(CC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CC(CC)CCCC)S5)S4)=C3C(=O)C2=C(CCCCCCCC)S1","PBDB-T1","-5.26","-3.46","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.834","16.98","0.732","10.37","Y. Lin, F. Zhao, Y. Wu, K. Chen, Y. Xia, G. Li, S. K. K. Prasad, J. Zhu, L. Huo, H. Bin, Z.-G. Zhang, X. Guo, M. Zhang, Y. Sun, F. Gao, Z. Wei, W. Ma, C. Wang, J. Hodgkiss, Z. Bo, O. Inganäs, Y. Li, X. Zhan, Mapping Polymer Donors toward High-Efficiency Fullerene Free Organic Solar Cells. Advanced Materials. 29, 1604155 (2017)."
"CCCCCCCCCCC(CCCCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C3=CC4=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C=C(C)SC3=C4C3=CC=C(CC(CC)CCCC)S3)S1)=C(F)C(F)=C2C1=CC=C(C)S1","J51","-5.29","-3.3","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.796","12.24","0.66","6.94","Y. Lin, F. Zhao, Y. Wu, K. Chen, Y. Xia, G. Li, S. K. K. Prasad, J. Zhu, L. Huo, H. Bin, Z.-G. Zhang, X. Guo, M. Zhang, Y. Sun, F. Gao, Z. Wei, W. Ma, C. Wang, J. Hodgkiss, Z. Bo, O. Inganäs, Y. Li, X. Zhan, Mapping Polymer Donors toward High-Efficiency Fullerene Free Organic Solar Cells. Advanced Materials. 29, 1604155 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=CC(C1=CC=C(C4=C(F)C=C(C5=CC=C(C6=CC7=C8C(=CC=C9C%10=CC=C%11C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C%12=C%11C%10=C(C=C%12)C6=C98)C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)S5)C(F)=C4)S1)=C32","F2B-T2PDI","-5.94","-3.83","0.84","10.6","0.57","5.05","W. T. Hadmojo, S. Y. Nam, T. J. Shin, S. C. Yoon, S.-Y. Jang, I. H. Jung, Geometrically controlled organic small molecule acceptors for efficient fullerene-free organic photovoltaic devices. J. Mater. Chem. A. 4, 12308–12318 (2016)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=CC(C1=CC=C(C4=CC=C(C5=CC6=C7C(=CC=C8C9=CC=C%10C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C%11=C%10C9=C(C=C%11)C5=C87)C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)S4)S1)=C32","T2PDI","-5.8","-3.85","0.82","8.95","0.49","3.63","W. T. Hadmojo, S. Y. Nam, T. J. Shin, S. C. Yoon, S.-Y. Jang, I. H. Jung, Geometrically controlled organic small molecule acceptors for efficient fullerene-free organic photovoltaic devices. J. Mater. Chem. A. 4, 12308–12318 (2016)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C3=C(C=C5C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C5SC(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)=C3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)=C2)C=C1","IC-2IDT-IC","-5.42","-3.8","0.93","12.75","0.37","4.38","Y. Lin, T. Li, F. Zhao, L. Han, Z. Wang, Y. Wu, Q. He, J. Wang, L. Huo, Y. Sun, C. Wang, W. Ma, X. Zhan, Structure Evolution of Oligomer Fused-Ring Electron Acceptors toward High Efficiency of As-Cast Polymer Solar Cells. Advanced Energy Materials. 6, 1600854 (2016)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC6=C(S4)C4=C(C=C7C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C7SC(/C=C7\C(=O)C8=CC=CC=C8C7=C(C#N)C#N)=C4)C6(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)=C2)C=C1","IC-3IDT-IC","-5.29","-3.79","0.93","3.51","0.32","1.05","Y. Lin, T. Li, F. Zhao, L. Han, Z. Wang, Y. Wu, Q. He, J. Wang, L. Huo, Y. Sun, C. Wang, W. Ma, X. Zhan, Structure Evolution of Oligomer Fused-Ring Electron Acceptors toward High Efficiency of As-Cast Polymer Solar Cells. Advanced Energy Materials. 6, 1600854 (2016)."
"CCCCCCCCC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C5=CC6=C(S5)C(C5=CC=C(CC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CC(CC)CCCC)S5)S4)=C3C(=O)C2=C(CCCCCCCC)S1","PBDB-T1","-5.26","-3.46","O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCC)CCCCCC)=C(C7=C6C=C(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S7)C=C5C4(CCCCCC)CCCCCC)S3","IC-C6IDT-IC","-5.69","-3.91","0.85","15.85","0.68","9.2","Y. Lin, T. Li, F. Zhao, L. Han, Z. Wang, Y. Wu, Q. He, J. Wang, L. Huo, Y. Sun, C. Wang, W. Ma, X. Zhan, Structure Evolution of Oligomer Fused-Ring Electron Acceptors toward High Efficiency of As-Cast Polymer Solar Cells. Advanced Energy Materials. 6, 1600854 (2016)."
"CCCCCCCCC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C5=CC6=C(S5)C(C5=CC=C(CC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CC(CC)CCCC)S5)S4)=C3C(=O)C2=C(CCCCCCCC)S1","PBDB-T1","-5.26","-3.46","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C=C1","IC-1IDT-IC","-5.91","-3.83","0.92","13.39","0.6","7.39","Y. Lin, T. Li, F. Zhao, L. Han, Z. Wang, Y. Wu, Q. He, J. Wang, L. Huo, Y. Sun, C. Wang, W. Ma, X. Zhan, Structure Evolution of Oligomer Fused-Ring Electron Acceptors toward High Efficiency of As-Cast Polymer Solar Cells. Advanced Energy Materials. 6, 1600854 (2016)."
